Country,Year,Schizophrenia (%),Bipolar disorder (%),Eating disorders (%),Anxiety disorders (%),Drug use disorders (%),Depression (%),Alcohol use disorders (%)
Zimbabwe,2003,0.161206,0.607226,0.135857,3.091844,0.724705,3.089274,1.482823
Zimbabwe,2004,0.160441,0.60683,0.132543,3.088682,0.718317,3.096351,1.480891
Zimbabwe,2005,0.159742,0.60663,0.12997,3.086927,0.716474,3.102648,1.480095
Zimbabwe,2006,0.158873,0.606588,0.126681,3.085964,0.720239,3.10497,1.483598
Zimbabwe,2007,0.157715,0.60659,0.123463,3.084816,0.729464,3.104822,1.492068
Zimbabwe,2008,0.156553,0.606656,0.119728,3.083928,0.739987,3.103491,1.502307
Zimbabwe,2009,0.15566,0.606758,0.117229,3.083515,0.750769,3.10252,1.511053
Zimbabwe,2010,0.155312,0.606897,0.116347,3.083865,0.756577,3.105459,1.514951
Zimbabwe,2011,0.155354,0.607124,0.116226,3.085099,0.760148,3.109526,1.515236
Zimbabwe,2012,0.155465,0.607495,0.116789,3.08721,0.763839,3.118072,1.515493
Zimbabwe,2013,0.15567,0.607993,0.117248,3.090168,0.76628,3.128192,1.515641
Zimbabwe,2014,0.155993,0.60861,0.118073,3.093964,0.768914,3.14029,1.51547
Zimbabwe,2015,0.156465,0.609363,0.11947,3.098687,0.771802,3.15571,1.514751
Zimbabwe,2016,0.157111,0.610234,0.121456,3.104294,0.772275,3.174134,1.513269
Zimbabwe,2017,0.157963,0.611242,0.124443,3.110926,0.772648,3.192789,1.510943
